,Артикул,Бренд,Коллекция,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Размеры вставки,Ширина кольца,Ширина,Высота,Цена со скидкой,Цена без скидки,Номер страницы,Тип вставки 2,Количество 2,Вес 2,Длина,Форма вставки 2,Цвет 2,Размеры вставки 2,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Размеры вставки 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 4,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Цветность,Чистота,Цветность 2,Чистота 2,Цветность 3,Чистота 3,Огранка,Огранка 2,Огранка 3,Цветность 4,Чистота 4,Цветность 5,Чистота 5,Цветность 6,Чистота 6,Цветность 7,Чистота 7,Огранка 4,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Огранка 5,Цветность 8,Чистота 8,Цветность 9,Чистота 9,Цветность 10,Чистота 10,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14
1169,018888,SOKOLOV,,Для женщин,1.74 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,1.435 карат,6 мм,2 мм,,,24750,54990,50,Фианит,2 шт,0.035 карат,,Круг,Бесцветный,"1, 25 мм",Фианит,Круг,16 шт,Бесцветный,0.16 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,018976,SOKOLOV,,Для женщин,1.12 г,Красное золото,585,Родирование,Фианит,Круг,19 шт,Бесцветный,0.162 карат,1 мм,1 мм,19 мм,1 мм,17100,37990,50,,,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,019030-3,SOKOLOV,,Для женщин,1.32 г,Белое золото,585,Родирование,Фианит,Круг,5 шт,Бесцветный,1.004 карат,3 мм,,,,15900,52990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,019047,SOKOLOV,,Для женщин,1.42 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.201 карат,3 мм,,,,19350,42990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,019049,SOKOLOV,,Для женщин,1.67 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,1.455 карат,6 мм,2 мм,7 мм,5 мм,23850,52990,50,,,,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,019073,SOKOLOV,,Для женщин,0.81 г,Красное золото,585,Родирование,Фианит,Круг,3 шт,Бесцветный,0.086 карат,"1, 5 мм",1 мм,4 мм,1 мм,12150,26990,50,Фианит,6 шт,0.099 карат,18 мм,Круг,Бесцветный,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,019101,SOKOLOV,,Для женщин,2.18 г,Красное золото,585,Родирование,Фианит,Круг,17 шт,Бесцветный,0.145 карат,1 мм,1 мм,9 мм,2 мм,26100,57990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,019144,SOKOLOV,,Для женщин,0.86 г,Красное золото,585,,Без вставок,,,,,,1 мм,3 мм,1 мм,11250,24990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,019186,SOKOLOV,,Для женщин,0.79 г,Красное золото,585,,Без вставок,,,,,,1 мм,1 мм,1 мм,10800,23990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,019202,SOKOLOV,,Для женщин,1.87 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.029 карат,"1, 5 мм",1 мм,9 мм,2 мм,28350,62990,51,Фианит,1 шт,0.043 карат,,Круг,Бесцветный,"1, 75 мм",Фианит,Круг,2 шт,Бесцветный,0.131 карат,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,019204,SOKOLOV,,Для женщин,1.38 г,Красное золото,585,Родирование,Фианит,Круг,1 шт,Бесцветный,0.043 карат,"1, 75 мм",1 мм,4 мм,3 мм,17400,57990,51,Фианит,6 шт,0.099 карат,5 мм,Круг,Бесцветный,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1011160,SOKOLOV,,Для женщин,1.6 г,Белое золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.036 карат,,,,,45000,99990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,1011406,SOKOLOV,,Для женщин,1.62 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.03 карат,,,,,23850,52990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1011620,SOKOLOV,,Для женщин,1.91 г,Комбинированное золото,585,"Алмазная грань,  Родирование",Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,,,,,33750,74990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1011926,SOKOLOV,,Для женщин,1.23 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.008 карат,,1 мм,3 мм,4 мм,26100,57990,51,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1012024,SOKOLOV,,Для женщин,0.84 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.016 карат,,2 мм,5 мм,4 мм,21600,47990,51,,,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1012217,SOKOLOV,,Для женщин,2.31 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,16 шт,Бесцветный,0.125 карат,,2 мм,4 мм,4 мм,76500,254990,51,Бриллиант (природный),1 шт,0.11 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1012294-3,SOKOLOV,,Для женщин,1.67 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.062 карат,,1 мм,5 мм,3 мм,39600,87990,51,Бриллиант (природный),1 шт,0.03 карат,5 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1012309,SOKOLOV,,Для женщин,2.27 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,28 шт,Бесцветный,0.104 карат,,2 мм,4 мм,4 мм,56250,124990,51,Бриллиант (природный),1 шт,0.021 карат,5 мм,Круг,Бесцветный,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.012 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1012345-3,SOKOLOV,,Для женщин,1.61 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,5 шт,Бесцветный,0.148 карат,,2 мм,2 мм,2 мм,39000,194990,51,,,,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1012434-3,SOKOLOV,PREMIUM,Для женщин,4.74 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,6 шт,Бесцветный,0.399 карат,,2 мм,8 мм,4 мм,351000,779990,51,Бриллиант (природный),6 шт,0.274 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.162 карат,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.157 карат,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.127 карат,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.118 карат,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.063 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,6,3,6,,,,3,6,3,6,3,6,3,6,,,,,,,,,,,,,,,,,,,,
1190,1012487-3,SOKOLOV,PREMIUM,Для женщин,0.78 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,50 шт,Бесцветный,0.37 карат,,1 мм,1 мм,2 мм,83250,184990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1012491-3,SOKOLOV,,Для женщин,2.69 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.116 карат,,2 мм,3 мм,2 мм,76500,169990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1012510,SOKOLOV,,Для женщин,1 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,5 шт,Бесцветный,0.102 карат,,1 мм,3 мм,2 мм,32850,72990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1012555-3,SOKOLOV,,Для женщин,1.68 г,Белое золото,585,Родирование,Бриллиант (природный),Круг,30 шт,Бесцветный,0.12 карат,,2 мм,5 мм,3 мм,54000,119990,51,Бриллиант (природный),1 шт,0.01 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,,,А,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1012573,SOKOLOV,,Для женщин,1.88 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,18 шт,Бесцветный,0.065 карат,,2 мм,,,47250,104990,51,Бриллиант (природный),8 шт,0.023 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.01 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,6,А,А,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1012574,SOKOLOV,,Для женщин,2.05 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.064 карат,,2 мм,7 мм,3 мм,47250,104990,51,Бриллиант (природный),1 шт,0.027 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,,,А,А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1012582,SOKOLOV,,Для женщин,2.2 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.055 карат,,2 мм,,,49500,109990,51,Бриллиант (природный),4 шт,0.015 карат,,Круг,Бесцветный,,Бриллиант (природный),Круг,2 шт,Бесцветный,0.014 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,1012592,SOKOLOV,,Для женщин,1.71 г,Комбинированное золото,585,Родирование,Бриллиант (природный),Круг,12 шт,Бесцветный,0.089 карат,,1 мм,,,54000,119990,51,Бриллиант (природный),4 шт,0.047 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,110180,SOKOLOV,,"Для женщин, Для мужчин, Унисекс",2.5 г,Красное золото,585,,Без вставок,,,,,,,,,33750,74990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1111294-01,SOKOLOV,,Для женщин,1.55 г,Красное золото,585,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.012 карат,,,,,28350,62990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,112004-01,SOKOLOV,,"Для женщин, Для мужчин, Унисекс",3.46 г,Белое золото,585,,Без вставок,,,,,,,,,39600,87990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2011279-3,SOKOLOV,,Для женщин,3.17 г,Белое золото,585,Родирование,Сапфир,Груша,1 шт,Синий,0.772 карат,,2 мм,,,69000,229990,51,Бриллиант (природный),53 шт,0.154 карат,,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,3010593,SOKOLOV,,Для женщин,1.86 г,Красное золото,585,Родирование,Изумруд натуральный,Круг,1 шт,Зелёный,0.236 карат,,2 мм,7 мм,6 мм,54000,119990,51,Бриллиант (природный),28 шт,0.104 карат,7 мм,Круг,Бесцветный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,3010599,SOKOLOV,,Для женщин,1.78 г,Красное золото,585,Родирование,Изумруд натуральный,Овал,1 шт,Зелёный,0.399 карат,,2 мм,6 мм,4 мм,65250,144990,51,Бриллиант (природный),24 шт,0.089 карат,6 мм,Круг,Бесцветный,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.035 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,4010672-3,SOKOLOV,PREMIUM,Для женщин,1.97 г,Белое золото,585,Родирование,Рубин,Груша,1 шт,Красный,0.413 карат,,2 мм,10 мм,4 мм,96750,214990,51,Бриллиант (природный),14 шт,0.175 карат,7 мм,Круг,Бесцветный,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.03 карат,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.015 карат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,3,6,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,4010674,SOKOLOV,,Для женщин,2.15 г,Комбинированное золото,585,Родирование,Рубин,Круг,1 шт,Красный,0.307 карат,,2 мм,5 мм,5 мм,47250,104990,51,,,,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,6014117,SOKOLOV,,Для женщин,2.48 г,Красное золото,585,Родирование,Бриллиант (природный),Круг,28 шт,Бесцветный,0.104 карат,5 мм * 5 мм,2 мм,9 мм,5 мм,65250,144990,51,Танзанит,1 шт,0.432 карат,16 мм,Триллион,Сиреневый,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,71-00072,SOKOLOV,,Для женщин,1.59 г,Красное золото,585,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.044 карат,7 мм * 5 мм,1 мм,5 мм,4 мм,27000,59990,51,Топаз,1 шт,0.916 карат,7 мм,Овал,Голубой,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,714671,SOKOLOV,,Для женщин,1.72 г,Красное золото,585,Родирование,Топаз,Овал,1 шт,Голубой,0.843 карат,7 мм * 5 мм,,,,21600,47990,51,Фианит,13 шт,0.111 карат,,Круг,Бесцветный,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,714983,SOKOLOV,,Для женщин,2.32 г,Красное золото,585,Родирование,Топаз,Антик,1 шт,Голубой,2.426 карат,9 мм * 7 мм,,,,28350,62990,51,Фианит,2 шт,0.131 карат,,Круг,Бесцветный,2 мм,Фианит,Круг,2 шт,Бесцветный,0.033 карат,"1, 25 мм",Фианит,Круг,22 шт,Бесцветный,0.187 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,715071,SOKOLOV,,Для женщин,1.61 г,Красное золото,585,Родирование,Лондон топаз,Овал,1 шт,Голубой,0.863 карат,7 мм * 5 мм,,,,21600,47990,51,Фианит,16 шт,0.136 карат,,Круг,Бесцветный,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,715515,SOKOLOV,,Для женщин,3.09 г,Красное золото,585,Родирование,Корунд,Груша,1 шт,Синий,0.84 карат,7 мм * 5 мм,2 мм,17 мм,4 мм,30000,99990,51,Корунд,3 шт,0.479 карат,19 мм,Маркиз,Синий,"5 мм * 2, 5 мм",Фианит,Круг,2 шт,Голубой,0.034 карат,"1, 25 мм",Фианит,Круг,7 шт,Голубой,0.062 карат,1 мм,Фианит,Круг,3 шт,Зелёный,0.027 карат,"1, 25 мм",Фианит,Круг,3 шт,Зелёный,0.026 карат,"1, 25 мм",Фианит,Круг,4 шт,Зелёный,0.018 карат,1 мм,Фианит,Круг,5 шт,Зелёный,0.025 карат,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,715819,SOKOLOV,,Для женщин,2.96 г,Красное золото,585,Родирование,Горный хрусталь,Круг,1 шт,Бесцветный,3.358 карат,10 мм,2 мм,13 мм,8 мм,25500,84990,51,Фианит,28 шт,0.238 карат,13 мм,Круг,Бесцветный,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,715949,SOKOLOV,,Для женщин,2.82 г,Красное золото,585,Родирование,Гранат,Маркиз,1 шт,Красный,1.226 карат,10 мм * 5 мм,2 мм,10 мм,5 мм,29400,97990,51,Фианит,3 шт,0.014 карат,11 мм,Круг,Красный,1 мм,Фианит,Круг,3 шт,Красный,0.026 карат,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,716167,SOKOLOV,,Для женщин,1.08 г,Белое золото,585,Родирование,Ситалл,Октагон,1 шт,Синий,0.33 карат,4 мм * 4 мм,,,,15750,34990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,716673,SOKOLOV,,Для женщин,1.91 г,Красное золото,585,,Топаз,Круг,1 шт,Голубой,2.244 карат,8 мм,2 мм,9 мм,6 мм,19350,42990,51,,,,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,716716,SOKOLOV,,Для женщин,1.51 г,Красное золото,585,Родирование,Топаз,Овал,1 шт,Голубой,1.422 карат,8 мм * 6 мм,1 мм,8 мм,4 мм,15900,52990,51,Фианит,8 шт,0.132 карат,11 мм,Круг,Бесцветный,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,716795,SOKOLOV,,Для женщин,1.46 г,Красное золото,585,Родирование,Лондон топаз,Круг,1 шт,Голубой,0.556 карат,5 мм,1 мм,8 мм,5 мм,21600,47990,51,Фианит,12 шт,0.102 карат,,Круг,Бесцветный,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,716817,SOKOLOV,,Для женщин,1.69 г,Красное золото,585,,Празиолит,Груша,1 шт,Зелёный,1.139 карат,9 мм * 6 мм,1 мм,8 мм,5 мм,19350,42990,51,,,,11 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,716989,SOKOLOV,,Для женщин,1.45 г,Красное золото,585,Родирование,Топаз,Овал,1 шт,Голубой,0.916 карат,7 мм * 5 мм,1 мм,10 мм,4 мм,17100,37990,51,Фианит,1 шт,0.017 карат,8 мм,Круг,Бесцветный,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,791116,SOKOLOV,,Для женщин,1.88 г,Красное золото,585,Родирование,Жемчуг натуральный,Круг,1 шт,Белый,1.975 карат,7 мм,1 мм,9 мм,7 мм,17400,57990,51,Фианит,2 шт,0.086 карат,15 мм,Круг,Бесцветный,"1, 75 мм",Фианит,Круг,2 шт,Бесцветный,0.131 карат,2 мм,Фианит,Круг,4 шт,Бесцветный,0.114 карат,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,791180,SOKOLOV,,Для женщин,1.99 г,Красное золото,585,Родирование,Жемчуг натуральный,Круг,1 шт,Белый,3.24 карат,8 мм,2 мм,13 мм,7 мм,15900,52990,51,Фианит,3 шт,0.197 карат,8 мм,Круг,Бесцветный,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,791246,SOKOLOV,,Для женщин,2.99 г,Красное золото,585,Родирование,Жемчуг натуральный,Круг,1 шт,Белый,7.445 карат,10 мм,2 мм,10 мм,10 мм,29400,97990,51,Фианит,2 шт,0.086 карат,19 мм,Круг,Бесцветный,"1, 75 мм",Фианит,Круг,2 шт,Бесцветный,0.131 карат,2 мм,Фианит,Круг,2 шт,Бесцветный,0.245 карат,"2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,88010068,SOKOLOV,,Для женщин,3.89 г,Родированное серебро,925,,Корунд,Груша,2 шт,Синий,0.939 карат,6 мм * 4 мм,2 мм,20 мм,5 мм,7200,15990,51,Корунд,2 шт,1.679 карат,20 мм,Груша,Синий,7 мм * 5 мм,Корунд,Маркиз,2 шт,Синий,0.535 карат,6 мм * 3 мм,Корунд,Маркиз,2 шт,Синий,0.167 карат,4 мм * 2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,92011602,SOKOLOV,,Для женщин,2.35 г,Родированное серебро,925,Родирование,Топаз,Круг,1 шт,Голубой,0.995 карат,6 мм,2 мм,8 мм,4 мм,2610,5790,51,,,,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
